state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments
Rajasthan,Tonk,304504,180,59,0,239
West Bengal,Hooghly,712134,161,54,24,239
Jharkhand,Palamu,822102,172,66,1,239
Bihar,Bhojpur,802204,44,194,1,239
Maharashtra,Kolhapur,416001,212,26,1,239
Haryana,Gurgaon,122017,172,60,6,238
Madhya Pradesh,Gwalior,474020,139,81,18,238
Madhya Pradesh,Rajgarh,465689,194,43,1,238
Gujarat,Surendra Nagar,363410,184,47,7,238
Jammu And Kashmir,Kathua,184144,222,16,0,238
Madhya Pradesh,Sehore,466446,188,47,3,238
Haryana,Panipat,132113,229,9,0,238
Uttar Pradesh,Azamgarh,223225,92,142,4,238
Gujarat,Banaskantha,385421,198,37,3,238
Jammu And Kashmir,Rajouri,185212,157,81,0,238
Karnataka,Belgaum,591304,207,31,0,238
Bihar,Gopalganj,841407,106,130,2,238
Maharashtra,Aurangabad,431147,198,40,0,238
Uttar Pradesh,Farrukhabad,209743,130,103,5,238
Maharashtra,Satara,415509,204,27,7,238
Madhya Pradesh,Sidhi,486776,195,42,0,237
Gujarat,Rajkot,360490,199,26,12,237
Chhattisgarh,Bijapur,494448,138,98,1,237
Karnataka,Bagalkot,587118,220,17,0,237
Rajasthan,Jaipur,303003,136,100,1,237
Karnataka,Bengaluru,560092,159,45,33,237
Karnataka,Bengaluru Urban,560093,86,76,75,237
Rajasthan,Jodhpur,342314,142,92,3,237
Telangana,Vikarabad,501141,197,40,0,237
Tamil Nadu,Erode,638455,203,33,1,237
Madhya Pradesh,Narsinghpur,487114,183,52,2,237
Maharashtra,Pune,411044,186,48,3,237
Assam,Tinsukia,786190,121,78,37,236
Rajasthan,Jhunjhunun,333053,185,49,2,236
Gujarat,Surendra Nagar,363030,200,29,7,236
Uttar Pradesh,Unnao,209506,131,104,1,236
Gujarat,Surendranagar,363030,170,47,19,236
Punjab,Jalandhar,144003,175,57,4,236
Andhra Pradesh,Kurnool,518302,220,15,1,236
Uttar Pradesh,Mathura,281005,95,140,1,236
West Bengal,North 24 Parganas,700102,115,87,34,236
Uttar Pradesh,Ambedkar Nagar,224168,120,116,0,236
Assam,Karimganj,788166,119,116,1,236
Assam,Karimganj,788156,143,93,0,236
Assam,Nalbari,781312,151,77,8,236
Bihar,Purbi Champaran,845427,80,145,11,236
Tamil Nadu,Cuddalore,606003,192,40,4,236
Madhya Pradesh,Chhindwara,480555,209,27,0,236
Assam,Dibrugarh,786191,97,64,75,236
Madhya Pradesh,Gwalior,475115,177,52,6,235
Madhya Pradesh,Mandla,481664,220,15,0,235
Uttar Pradesh,Lucknow,226024,126,107,2,235
Chhattisgarh,Kabeerdham,491336,218,16,1,235
Karnataka,Bagalkot,587330,186,41,8,235
Tamil Nadu,Dharmapuri,636701,217,18,0,235
Tamil Nadu,Tiruvannamalai,606803,219,14,2,235
West Bengal,North 24 Parganas,743704,183,40,12,235
Andhra Pradesh,Guntur,522413,212,23,0,235
Uttarakhand,Dehradun,248142,210,25,0,235
Rajasthan,Dausa,303509,153,79,3,235
Maharashtra,Yavatmal,445202,199,35,1,235
Rajasthan,Baran,325218,180,51,4,235
West Bengal,Hooghly,712222,162,68,5,235
Maharashtra,Nashik,423502,182,53,0,235
Tamil Nadu,Tiruvallur,600071,194,40,1,235
Sikkim,West Sikkim,737111,82,134,19,235
Haryana,Sirsa,125201,223,12,0,235
Odisha,Sundergarh,770017,218,17,0,235
West Bengal,Paschim Medinipur,721102,170,58,7,235
Chhattisgarh,Janjgir-Champa,495557,216,19,0,235
Karnataka,Bengaluru Urban,560092,120,59,56,235
Uttar Pradesh,Unnao,229881,154,79,2,235
Gujarat,Ahmedabad,382449,185,46,4,235
West Bengal,Paschim Medinipur,721126,164,69,2,235
Uttar Pradesh,Allahabad,212108,137,97,0,234
Telangana,K.V. Rangareddy,501508,192,42,0,234
West Bengal,North 24 Parganas,743439,197,35,2,234
Maharashtra,Buldhana,443402,188,46,0,234
Jharkhand,Koderma,825132,124,106,4,234
Gujarat,Ahmedabad,380018,158,62,14,234
Bihar,Nalanda,803108,84,147,3,234
Uttar Pradesh,Jaunpur,222145,87,146,1,234
Chhattisgarh,Raipur,493114,206,28,0,234
Odisha,Ganjam,761105,210,24,0,234
Uttar Pradesh,Deoria,274505,101,131,2,234
Uttar Pradesh,Ambedkar Nagar,224152,107,126,1,234
Rajasthan,Jaipur,303007,179,53,2,234
Karnataka,Yadgir,585319,179,55,0,234
Uttar Pradesh,Lucknow,227101,91,143,0,234
West Bengal,Purba Medinipur,721649,211,23,0,234
Uttar Pradesh,Lalitpur,284124,183,50,1,234
Tamil Nadu,Salem,636502,168,60,6,234
Odisha,Puri,752017,215,18,1,234
Rajasthan,Jaipur,303904,169,63,2,234
Uttar Pradesh,Moradabad,244602,192,42,0,234
Maharashtra,Nanded,431805,173,59,2,234
Uttar Pradesh,Kheri,262801,141,91,1,233
Tamil Nadu,Dharmapuri,636813,195,34,4,233
Rajasthan,Dungarpur,314037,129,103,1,233
Maharashtra,Mumbai,400071,179,53,1,233
Meghalaya,East Khasi Hills,793017,29,111,93,233
Maharashtra,Pune,411009,201,25,7,233
Tamil Nadu,Erode,638004,196,37,0,233
Tamil Nadu,Tiruppur,641606,181,52,0,233
Karnataka,Vijayapura,586104,194,35,4,233
Rajasthan,Bharatpur,321021,147,86,0,233
Assam,Kamrup,781125,135,73,25,233
Jharkhand,Deoghar,814113,123,108,2,233
Telangana,Komaram Bheem,504296,219,14,0,233
Rajasthan,Bharatpur,321406,140,91,1,232
Karnataka,Uttara Kannada,581320,200,29,3,232
Rajasthan,Sikar,332404,164,63,5,232
Maharashtra,Aurangabad,423702,163,69,0,232
Maharashtra,Mumbai,400102,162,70,0,232
Odisha,Baleswar,756027,177,55,0,232
West Bengal,Barddhaman,713403,198,34,0,232
Uttar Pradesh,Ballia,221713,106,126,0,232
Madhya Pradesh,Seoni,480996,221,11,0,232
Odisha,Mayurbhanj,757033,184,47,1,232
Rajasthan,Bhilwara,311011,164,64,4,232
West Bengal,West Midnapore,721301,138,93,1,232
Assam,North Cachar Hills,788830,86,104,42,232
Maharashtra,Pune,412206,170,43,19,232
Madhya Pradesh,Gwalior,474004,178,46,8,232
Odisha,Ganjam,761104,200,32,0,232
Telangana,K.V. Rangareddy,500068,180,51,1,232
Rajasthan,Banswara,327022,161,69,2,232
Chhattisgarh,Korba,495446,208,24,0,232
Tamil Nadu,Coimbatore,641035,177,55,0,232
Telangana,Hyderabad,500012,173,54,5,232
Rajasthan,Jodhpur,342304,137,51,44,232
Assam,Dhubri,783345,152,80,0,232
Uttar Pradesh,Hathras,204211,124,99,9,232
Uttar Pradesh,Lucknow,227116,154,78,0,232
West Bengal,Nadia,741507,173,52,7,232
Rajasthan,Jhunjhunun,333307,172,58,1,231
Rajasthan,Pratapgarh,312616,168,61,2,231
Delhi,North West Delhi,110082,183,43,5,231
Jammu And Kashmir,Bandipore,193503,192,37,2,231
Maharashtra,Mumbai,400058,174,57,0,231
Madhya Pradesh,Tikamgarh,472246,167,63,1,231
Madhya Pradesh,Rewa,486556,176,54,1,231
West Bengal,Murshidabad,742405,203,28,0,231
Chhattisgarh,Raigarh,496111,199,29,3,231
Bihar,Rohtas,821310,102,127,2,231
Uttar Pradesh,Jaunpur,222201,89,142,0,231
Maharashtra,Dhule,424301,124,97,10,231
Maharashtra,Pune,411060,182,46,3,231
Uttar Pradesh,Fatehpur,212620,135,95,1,231
Jharkhand,Palamau,822113,173,58,0,231
Uttar Pradesh,Hapur,245208,148,80,3,231
West Bengal,Uttar Dinajpur,733216,130,101,0,231
Gujarat,Junagadh,362268,206,25,0,231
Uttar Pradesh,Sultanpur,228125,112,119,0,231
West Bengal,Purba Medinipur,721439,215,16,0,231
Assam,Jorhat,785616,145,57,28,230
Odisha,Baleswar,756045,205,25,0,230
Gujarat,Junagadh,362250,212,15,3,230
Odisha,Ganjam,761032,195,35,0,230
Uttar Pradesh,Hathras,204212,140,90,0,230
Assam,Kamrup Metro,781019,70,79,81,230
Madhya Pradesh,Rewa,486340,213,16,1,230
Madhya Pradesh,Bhopal,462016,199,28,3,230
Rajasthan,Jaipur,303602,164,64,2,230
Odisha,Mayurbhanj,757036,190,39,1,230
Bihar,Buxar,802116,75,155,0,230
Bihar,Samastipur,848301,162,68,0,230
Odisha,Koraput,764056,169,53,8,230
West Bengal,Howrah,711301,190,40,0,230
Odisha,Ganjam,761109,190,39,1,230
Madhya Pradesh,Shivpuri,473865,123,87,20,230
Telangana,Medak,502287,181,49,0,230
Rajasthan,Udaipur,313026,146,82,2,230
Rajasthan,Bhilwara,311802,176,51,3,230
Uttar Pradesh,Jaunpur,222170,84,146,0,230
West Bengal,Hooghly,712412,199,27,4,230
Uttar Pradesh,Budaun,243637,105,117,8,230
Bihar,Katihar,854117,193,36,1,230
Madhya Pradesh,Satna,485113,200,27,3,230
Rajasthan,Karauli,322255,139,86,5,230
Andhra Pradesh,Kurnool,518463,216,13,1,230
Madhya Pradesh,Balaghat,481337,220,9,0,229
Rajasthan,Nagaur,341551,193,36,0,229
Gujarat,Kheda,387430,162,30,37,229
Bihar,Buxar,802120,81,144,4,229
Maharashtra,Gadchiroli,441209,204,25,0,229
Gujarat,Vadodara,390021,168,52,9,229
West Bengal,Hooghly,712405,148,77,4,229
Uttar Pradesh,Deoria,274603,119,109,1,229
Uttar Pradesh,Mathura,281405,129,99,1,229
Maharashtra,Parbhani,431505,176,52,1,229
Maharashtra,Raigarh,410218,175,54,0,229
Maharashtra,Kolhapur,416216,180,45,4,229
Kerala,Malappuram,679321,143,84,2,229
Karnataka,Dharwad,580007,212,11,6,229
West Bengal,Paschim Medinipur,721501,203,26,0,229
Rajasthan,Rajsamand,313333,151,78,0,229
Madhya Pradesh,Narsimhapur,487118,196,33,0,229
Uttar Pradesh,Jaunpur,222131,59,170,0,229
West Bengal,Hooghly,712614,186,43,0,229
Andhra Pradesh,West Godavari,534275,211,16,2,229
Bihar,Nalanda,811104,80,148,1,229
Madhya Pradesh,Harda *,461331,186,43,0,229
Karnataka,Bidar,585330,180,48,1,229
Tamil Nadu,Chengalpattu,603204,161,42,26,229
West Bengal,Howrah,711226,181,46,1,228
West Bengal,Hooghly,712706,173,52,3,228
Tamil Nadu,Tiruchirappalli,621308,150,78,0,228
Madhya Pradesh,Narsinghpur,487330,179,42,7,228
Delhi,New Delhi,110061,85,78,65,228
Gujarat,Surat,394110,159,63,6,228
West Bengal,Nadia,741154,194,32,2,228
Jharkhand,Hazaribag,825312,139,89,0,228
Tamil Nadu,Pudukkottai,613301,197,31,0,228
Bihar,Vaishali,844509,124,104,0,228
Uttar Pradesh,Bareilly,243506,93,117,18,228
Rajasthan,Jaipur,303702,161,60,7,228
Assam,North Cachar Hills,788931,113,72,43,228
Uttar Pradesh,Sant Ravidas Nagar,221314,75,153,0,228
Rajasthan,Dungarpur,314034,149,78,1,228
Gujarat,Jamnagar,360490,185,31,12,228
Odisha,Cuttack,754032,191,37,0,228
Chhattisgarh,Dhamtari,493778,203,23,2,228
Tamil Nadu,Kancheepuram,600063,161,61,6,228
Uttar Pradesh,Allahabad,211004,102,125,0,227
Uttar Pradesh,Kannauj,209732,108,117,2,227
Uttar Pradesh,Lalitpur,284123,163,60,4,227
Bihar,Bhojpur,802314,66,160,1,227
West Bengal,North 24 Parganas,743412,197,27,3,227
Gujarat,Anand,388307,167,44,16,227
Andhra Pradesh,Visakhapatnam,531116,208,19,0,227
Bihar,Muzaffarpur,843102,122,100,5,227
Assam,Barpeta,781325,171,42,14,227
Rajasthan,Sirohi,307513,118,107,2,227
Andhra Pradesh,Vizianagaram,535002,215,12,0,227
Haryana,Yamuna Nagar,135101,220,6,1,227
Chhattisgarh,Balod,491226,220,5,2,227
Uttar Pradesh,Azamgarh,276205,55,169,3,227
Assam,Nagaon,782136,149,64,14,227
Jharkhand,Gumla,835203,143,81,3,227
West Bengal,Hooghly,712502,133,89,5,227
Madhya Pradesh,Balaghat,481556,213,12,1,226
West Bengal,Purba Medinipur,721601,211,15,0,226
Maharashtra,Pune,411018,178,43,5,226
Telangana,Hyderabad,500065,177,45,4,226
Uttar Pradesh,Farrukhabad,206451,122,102,2,226
Uttar Pradesh,Aligarh,202140,114,109,3,226
Maharashtra,Pune,410506,193,31,2,226
Tamil Nadu,Tiruchirappalli,620012,187,39,0,226
Jharkhand,Bokaro,829144,145,80,1,226
Rajasthan,Jhunjhunun,333031,172,51,3,226
West Bengal,Barddhaman,713519,188,38,0,226
Andhra Pradesh,East Godavari,533401,216,10,0,226
Assam,Dima Hasao,788819,116,85,25,226
Gujarat,Sabar Kantha,383255,70,135,21,226
Tamil Nadu,Tirunelveli,627851,194,32,0,226
West Bengal,Bankura,722152,184,33,9,226
Uttar Pradesh,Ghazipur,233225,93,129,4,226
Andhra Pradesh,Visakhapatanam,531029,186,28,12,226
Uttar Pradesh,Ghaziabad,245201,121,105,0,226
Rajasthan,Alwar,301413,152,74,0,226
West Bengal,Alipurduar,736207,103,106,17,226
West Bengal,Paschim Medinipur,721506,205,20,0,225
Uttar Pradesh,Azamgarh,276138,75,149,1,225
Uttar Pradesh,Hamirpur,210432,119,104,2,225
Andhra Pradesh,Guntur,522403,204,21,0,225
Haryana,Yamuna Nagar,135103,213,12,0,225
Telangana,K.V. Rangareddy,500050,162,61,2,225
Maharashtra,Thane,421308,172,47,6,225
Jammu And Kashmir,Reasi,182311,188,36,1,225
Maharashtra,Ahmadnagar,414701,198,26,1,225
Uttar Pradesh,Jaunpur,222180,100,125,0,225
Telangana,K.V. Rangareddy,500074,178,45,2,225
Gujarat,Banaskantha,385540,143,64,18,225
Gujarat,Panch Mahals,389350,138,74,13,225
Bihar,Patna,800026,51,160,14,225
Jharkhand,Khunti,835209,163,62,0,225
Bihar,East Champaran,845425,56,167,2,225
Odisha,Ganjam,761118,205,20,0,225
Tamil Nadu,Tiruvallur,600116,157,68,0,225
Assam,Karimganj,788781,152,73,0,225
Kerala,Kasaragod,671314,184,40,1,225
Uttar Pradesh,Varanasi,221201,94,131,0,225
West Bengal,Purba Medinipur,721448,210,14,1,225
West Bengal,South 24 Parganas,700103,150,74,1,225
Kerala,Wayanad,670645,188,34,3,225
Bihar,Samastipur,848501,145,79,1,225
Bihar,Saran,841460,89,136,0,225
West Bengal,South Twenty Four Parganas,743329,176,48,0,224
Bihar,Siwan,841244,105,114,5,224
Chhattisgarh,Janjgir-Champa,495671,191,33,0,224
Rajasthan,Jaipur,303107,152,65,7,224
Rajasthan,Jaipur,303803,159,64,1,224
Telangana,Kamareddy,503187,203,21,0,224
Rajasthan,Pali,306707,158,64,2,224
Chhattisgarh,Korba,495684,195,29,0,224
Maharashtra,Pune,411052,183,25,16,224
Punjab,Bathinda,151201,200,21,3,224
Bihar,Munger,813212,93,124,7,224
Uttar Pradesh,Amethi,227411,116,106,2,224
Uttar Pradesh,Allahabad,212503,115,109,0,224
Gujarat,Banaskantha,385210,202,22,0,224
Jharkhand,Dumka,814110,108,115,1,224
Uttar Pradesh,Rae Bareli,229307,142,81,1,224
Madhya Pradesh,Mandsaur,458553,205,17,2,224
West Bengal,Cooch Behar,735303,127,94,3,224
Maharashtra,Nandurbar,425418,203,21,0,224
Odisha,Jagatsinghapur,754110,195,23,6,224
Uttar Pradesh,Bulandshahr,245407,138,84,2,224
Andhra Pradesh,Cuddapah,516003,204,20,0,224
West Bengal,Puruliya,723148,141,79,4,224
Tamil Nadu,Chennai,600002,192,28,4,224
Uttar Pradesh,Rae Bareli,229216,113,110,1,224
Maharashtra,Nashik,422212,150,73,1,224
Uttar Pradesh,Jaunpur,222175,100,121,3,224
Odisha,Bargarh,768033,198,26,0,224
Gujarat,Kheda,387335,194,26,4,224
Karnataka,Bellary,583201,203,21,0,224
Telangana,Nalgonda,508255,186,37,0,223
Rajasthan,Kota,324008,180,39,4,223
West Bengal,Purba Medinipur,721432,198,23,2,223
Uttar Pradesh,Shamli,251305,165,54,4,223
Telangana,Nalgonda,508258,162,61,0,223
Uttar Pradesh,Muzaffarnagar,251003,141,78,4,223
Maharashtra,Nashik,422204,195,26,2,223
West Bengal,Birbhum,731302,207,16,0,223
Karnataka,Belgaum,591317,181,42,0,223
Uttar Pradesh,Basti,272161,92,128,3,223
Tamil Nadu,Namakkal,637209,195,28,0,223
Jharkhand,Seraikela-Kharsawan,831012,142,80,1,223
Madhya Pradesh,Shahdol,484334,189,34,0,223
Chhattisgarh,Dantewada,494449,186,37,0,223
West Bengal,Cooch Behar,736171,173,48,2,223
Tamil Nadu,Tirunelveli,627756,196,27,0,223
Assam,Tinsukia,786157,148,74,1,223
Tripura,South Tripura,799144,129,94,0,223
Haryana,Sirsa,125102,204,19,0,223
Bihar,Sitamarhi,843311,130,91,1,222
Karnataka,Belagavi,591304,194,25,3,222
Uttar Pradesh,Meerut,250223,113,109,0,222
Madhya Pradesh,East Nimar,450881,141,81,0,222
Uttar Pradesh,Aligarh,202134,116,104,2,222
Uttar Pradesh,Fatehpur,212641,142,80,0,222
West Bengal,Darjiling,734434,170,52,0,222
Punjab,Sangrur,148033,209,11,2,222
Karnataka,Bagalkot,587202,205,17,0,222
Maharashtra,Chandrapur,442908,197,23,2,222
Maharashtra,Osmanabad,413504,182,40,0,222
Uttar Pradesh,Azamgarh,276139,80,140,2,222
Chhattisgarh,Dantewada,494552,175,47,0,222
Nagaland,Kohima,797005,82,122,18,222
Telangana,Adilabad,504309,200,21,1,222
Jharkhand,Simdega,835212,185,32,5,222
Madhya Pradesh,Anuppur,484113,205,17,0,222
Uttar Pradesh,Varanasi,221108,90,132,0,222
West Bengal,Hooghly,712148,132,71,19,222
Gujarat,Tapi,394375,191,15,16,222
Madhya Pradesh,Datia,475686,162,59,1,222
Maharashtra,Nanded,431721,181,41,0,222
Andhra Pradesh,Rangareddi,500018,184,38,0,222
West Bengal,Hooghly,712613,191,29,2,222
Maharashtra,Aurangabad,431008,181,41,0,222
Karnataka,Vijayapura,586203,184,29,9,222
West Bengal,Nadia,741238,167,42,13,222
West Bengal,North 24 Parganas,743292,190,28,4,222
Tamil Nadu,Cuddalore,606001,197,25,0,222
Maharashtra,Ahmadnagar,423107,181,35,6,222
Haryana,Sonipat,131402,216,5,0,221
Uttar Pradesh,Unnao,229841,153,66,2,221
Gujarat,Bhavnagar,364060,192,22,7,221
Assam,Nagaon,782445,131,90,0,221
Bihar,Nalanda,803113,56,159,6,221
Odisha,Malkangiri,764043,173,48,0,221
Karnataka,Koppal,583231,200,19,2,221
Uttarakhand,Dehradun,249204,204,17,0,221
Odisha,Cuttack,753001,157,61,3,221
Karnataka,Mandya,571430,209,10,2,221
Odisha,Sonapur,767019,185,36,0,221
Uttar Pradesh,Faizabad,224209,112,109,0,221
Andhra Pradesh,Anantapur,515865,205,16,0,221
Telangana,Hanumakonda,506001,198,19,4,221
Maharashtra,Dhule,424308,99,108,14,221
Karnataka,Bengaluru,560073,176,41,4,221
Telangana,K.V. Rangareddy,509321,164,57,0,221
Karnataka,Bagalkot,587315,183,36,2,221
Uttar Pradesh,Pratapgarh,230131,129,92,0,221
West Bengal,Nadia,741235,127,75,19,221
Rajasthan,Karauli,322218,155,65,1,221
Maharashtra,Nandurbar,425416,195,23,2,220
Uttar Pradesh,Siddharthnagar,272151,70,145,5,220
Assam,Kamrup Metro,781029,63,65,92,220
Assam,Kamrup Metro,781038,95,72,53,220
Tamil Nadu,Cuddalore,607002,199,21,0,220
West Bengal,Hooghly,712123,129,64,27,220
Chhattisgarh,Baloda Bazar,493229,203,15,2,220
Rajasthan,Dholpur,328031,124,92,4,220
Uttar Pradesh,Gorakhpur,273213,87,132,1,220
Karnataka,Bellary,583120,195,25,0,220
Maharashtra,Beed,431130,179,36,5,220
Madhya Pradesh,Tikamgarh,472339,175,44,1,220
Haryana,Rewari,123411,216,4,0,220
Telangana,K.V. Rangareddy,500047,175,45,0,220
Uttar Pradesh,Gonda,271125,135,78,7,220
Maharashtra,Nashik,422012,155,64,1,220
Chhattisgarh,Janjgir-Champa,495660,175,45,0,220
Uttar Pradesh,Mau,276405,91,123,6,220
Uttar Pradesh,Etah,207248,114,105,1,220
Uttar Pradesh,Mathura,281203,141,79,0,220
Rajasthan,Alwar,301035,157,61,2,220
Kerala,Malappuram,676302,173,44,3,220
Uttar Pradesh,Etawah,206127,152,68,0,220
Madhya Pradesh,Dindori,481672,193,27,0,220
Odisha,Malkangiri,764086,183,37,0,220
Odisha,Malkangiri,764087,198,22,0,220
Rajasthan,Bharatpur,321407,126,92,2,220
Rajasthan,Dungarpur,314011,144,75,1,220
Maharashtra,Latur,413519,164,39,17,220
Gujarat,Gandhinagar,382735,168,19,32,219
Madhya Pradesh,Satna,485441,181,34,4,219
Bihar,Samastipur,848102,118,98,3,219
Madhya Pradesh,Ujjain,456664,177,41,1,219
Jharkhand,Dumka,814158,93,116,10,219
Odisha,Ganjam,761111,199,20,0,219
Tamil Nadu,Kancheepuram,600043,155,64,0,219
Madhya Pradesh,Satna,485005,198,19,2,219
Gujarat,Banaskantha,385505,133,72,14,219
Andhra Pradesh,Kurnool,518543,201,18,0,219
Rajasthan,Bhilwara,311026,161,54,4,219
Bihar,Madhubani,847239,110,108,1,219
Jharkhand,Hazaribagh,825302,148,71,0,219
Karnataka,Belagavi,591307,195,23,1,219
West Bengal,Cooch Behar,736176,157,58,3,218
Chhattisgarh,Dakshin Bastar Dantewada,494449,183,33,2,218
Tamil Nadu,Madurai,625218,171,47,0,218
Karnataka,Tumkur,561202,204,14,0,218
Bihar,Vaishali,844501,131,87,0,218
Haryana,Kurukshetra,136131,211,7,0,218
Tamil Nadu,Tiruchirappalli,621307,161,57,0,218
Assam,Dhubri,783325,146,72,0,218
Maharashtra,Nagpur,441002,198,16,4,218
Karnataka,Gulbarga,585222,186,32,0,218
Uttar Pradesh,Faizabad,224135,109,109,0,218
Tamil Nadu,Karur,639110,189,28,1,218
Assam,Baksa,781344,119,69,30,218
Haryana,Charkhi Dadri,127306,214,4,0,218
Uttar Pradesh,Bara Banki,225413,149,68,1,218
Rajasthan,Nagaur,341028,140,74,4,218
Maharashtra,Mumbai Suburban,400066,177,38,3,218
Bihar,Vaishali,844116,79,139,0,218
Telangana,Nizamabad,503187,189,28,0,217
Jammu And Kashmir,Jammu,181102,190,26,1,217
Karnataka,Dharwad,580001,196,19,2,217
Maharashtra,Buldhana,443404,177,31,9,217
Karnataka,Shimoga,577427,204,13,0,217
Uttar Pradesh,Muzaffarnagar,251319,120,97,0,217
West Bengal,Purba Medinipur,721650,205,11,1,217
Madhya Pradesh,Datia,475671,145,71,1,217
Tripura,Sepahijala,799115,141,76,0,217
Haryana,Fatehabad,125053,202,15,0,217
Jammu And Kashmir,Kupwara,193225,176,40,1,217
Assam,Karimganj,788726,147,57,13,217
Uttar Pradesh,Ghazipur,275205,70,141,6,217
Bihar,Bhojpur,802210,34,180,3,217
Jharkhand,Hazaribagh,825411,156,61,0,217
Jammu And Kashmir,Kathua,184201,185,32,0,217
Telangana,Nalgonda,508211,171,46,0,217
Karnataka,Bengaluru,560005,155,37,25,217
Uttar Pradesh,Rae Bareli,229207,116,101,0,217
Jammu And Kashmir,Udhampur,182121,185,29,3,217
Bihar,Saran,841204,60,156,1,217
Tamil Nadu,Dharmapuri,636906,173,44,0,217
Tamil Nadu,Cuddalore,607301,192,25,0,217
Andhra Pradesh,Spsr Nellore,524315,92,84,41,217
Uttar Pradesh,Deoria,274205,110,106,1,217
Haryana,Ambala,134202,211,3,3,217
Odisha,Bargarh,768030,182,34,1,217
West Bengal,Howrah,711413,173,43,0,216
Odisha,Jagatsinghpur,754141,190,26,0,216
Assam,Karimganj,788711,144,61,11,216
Gujarat,Jamnagar,361210,199,12,5,216
Telangana,Khammam,507002,153,63,0,216
Tamil Nadu,Kancheepuram,603103,122,93,1,216
Uttar Pradesh,Kheri,262726,104,111,1,216
Uttar Pradesh,Etah,207125,136,79,1,216
West Bengal,Paschim Medinipur,721517,179,37,0,216
Andhra Pradesh,Guntur,522201,188,24,4,216
Uttar Pradesh,Siddharthnagar,272195,50,165,1,216
Bihar,Darbhanga,848207,59,151,6,216
Jammu And Kashmir,Budgam,193411,199,16,1,216
Maharashtra,Latur,413511,168,45,3,216
Uttar Pradesh,Azamgarh,276406,77,137,2,216
Karnataka,Bidar,585402,194,21,1,216
Rajasthan,Ajmer,305412,145,71,0,216
Telangana,K.V. Rangareddy,500055,168,46,2,216
Tripura,Dhalai,799289,120,85,11,216
Tamil Nadu,Madurai,625503,201,14,1,216
Jharkhand,Dhanbad,828116,106,109,1,216
Telangana,Mulugu,506172,170,45,1,216
Rajasthan,Jhunjhunun,333516,159,56,1,216
Maharashtra,Beed,431129,159,53,4,216
West Bengal,Hooghly,712304,148,63,5,216
Gujarat,Banas Kantha,385421,142,63,11,216
West Bengal,Purba Medinipur,721652,203,11,1,215
Bihar,Siwan,841234,87,127,1,215
Madhya Pradesh,Bhopal,462043,194,19,2,215
Chhattisgarh,Kanker,494776,183,32,0,215
Bihar,Saharsa,852212,129,86,0,215
Tamil Nadu,Tirunelveli,627002,179,36,0,215
Odisha,Cuttack,754029,183,31,1,215
Odisha,Baleswar,756029,153,62,0,215
Odisha,Baleswar,756026,171,44,0,215
Bihar,Madhubani,847305,121,79,15,215
Karnataka,Chitradurga,577540,194,17,4,215
Andhra Pradesh,Visakhapatnam,531149,200,14,1,215
Rajasthan,Bhilwara,311602,156,57,2,215
Rajasthan,Bharatpur,321301,101,114,0,215
Maharashtra,Wardha,442201,205,9,1,215
Tamil Nadu,Tiruchirappalli,621005,182,33,0,215
Gujarat,Ahmedabad,380022,157,57,1,215
Meghalaya,East Khasi Hills,793014,46,116,53,215
